Name,Developability Index (Fv)
6nms_clean,40.419849
6nmu_clean,45.095459
6nmv_clean,41.83484
6nnf_clean,57.837635
6nnj_clean,58.047443
6ogx_clean,31.715099
6okm_clean,36.059484
6ol5_clean,32.25528
6ol6_clean,39.80078
6ol7_clean,43.932841
6pe7_clean,40.06563
6pe8_clean,37.676356
6qcu_clean,27.969588
6qn8_clean,57.669823
6qn9_clean,44.91572
6qna_clean,55.802011
6s5a_clean,52.959817
6tyb_clean,41.472622
6u1t_clean,49.271118
